gender,gpa,wageb,wagea,lnbwage,lnawage,gradchoice,major,hheconstat,Pedu,Poccu
0,3.349,5364.2656,7000,8.5875149,8.8536654,0,5,1,3,1
1,3.131,4291.4126,9000,8.3643713,9.1049795,0,5,1,3,4
1,2.305,22851.771,21300,10.036784,9.9664621,0,5,1,3,2
0,3.528,8582.8252,15000,9.057518,9.6158056,1,5,1,3,2
1,3.108,15019.944,20000,9.6171341,9.9034872,2,5,1,3,2
1,3.262,4505.9834,8800,8.4131613,9.0825071,0,5,1,2,3
0,3.054,4827.8394,6000,8.4821539,8.6995144,0,5,0,2,3
0,2.34,4291.4126,10000,8.3643713,9.2103405,0,5,1,2,0
1,2.696,6437.1187,8000,8.7698364,8.9871969,0,5,0,3,4
1,3.349,6437.1187,8000,8.7698364,8.9871969,1,5,0,2,0
1,3.114,5578.8364,5500,8.6267357,8.6125031,0,5,1,1,0
0,3.224,3754.9861,8000,8.2308397,8.9871969,1,5,0,2,0
0,3.393,2682.1328,3000,7.8943677,8.0063677,1,5,0,3,2
0,2.437,5364.2656,4000,8.5875149,8.2940493,1,5,0,2,0
1,3.286,3218.5593,20000,8.0766888,9.9034872,0,5,0,1,4
0,3.25,21457.063,25000,9.9738092,10.126631,0,5,1,2,4
1,2.536,10728.531,10000,9.2806616,9.2103405,1,5,0,3,2
0,3.319,3218.5593,6000,8.0766888,8.6995144,0,5,0,2,1
0,2.968,3218.5593,6000,8.0766888,8.6995144,0,5,1,3,1
0,2.652,6437.1187,10000,8.7698364,9.2103405,0,5,1,3,1
1,2.608,4291.4126,12000,8.3643713,9.392662,0,5,0,3,1
1,3.076,4184.1274,8000,8.3390532,8.9871969,0,5,0,1,4
0,3.749,10728.531,12000,9.2806616,9.392662,1,5,0,1,3

