gender,gpa,wageb,wagea,lnbwage,lnawage,gradchoice,major,hheconstat,Pedu,Poccu
0,3.57,10943.174,25000,9.3004713,10.126631,0,2,1,3,1
0,3.679,4924.4282,4500,8.5019636,8.4118328,0,2,1,3,2
0,3.81,9848.8564,20000,9.1951103,9.9034872,1,2,0,3,4
0,3.936,7660.2217,10000,8.9437962,9.2103405,1,2,1,3,4
0,3.686,6565.9043,4800,8.7896452,8.4763708,0,2,1,1,4
0,3.66,8754.5391,15000,9.0773277,9.6158056,0,2,1,3,1
0,3.851,21886.348,20000,9.993618,9.9034872,1,2,1,2,1
1,3.18,5471.5869,33000,8.6073236,10.404263,0,2,0,3,1
0,3.511,8754.5391,9000,9.0773277,9.1049795,1,2,0,3,1
0,3.775,4924.4282,11000,8.5019636,9.3056507,1,2,0,2,0
1,3.798,10728.531,10000,9.2806616,9.2103405,1,2,1,1,3
0,3.977,17165.65,20000,9.7506657,9.9034872,1,2,0,3,2
1,2.644,6437.1187,20000,8.7698364,9.9034872,2,2,1,3,2
0,3.415,6437.1187,7000,8.7698364,8.8536654,1,2,1,3,2
0,3.334,10728.531,10000,9.2806616,9.2103405,1,2,1,2,4
1,3.436,12874.237,26000,9.4629831,10.165852,0,2,1,2,4
1,3.872,16092.797,25000,9.6861267,10.126631,1,2,1,3,2
1,3.575,5900.6924,7500,8.6828251,8.922658,1,2,1,2,2
0,3.694,4827.8394,6000,8.4821539,8.6995144,2,2,0,2,4
1,3.027,10728.531,15000,9.2806616,9.6158056,1,2,1,3,2
1,3.174,3218.5593,5000,8.0766888,8.5171928,1,2,1,3,1
1,2.876,10728.531,10000,9.2806616,9.2103405,1,2,0,1,3
1,3.601,5364.2656,9000,8.5875149,9.1049795,0,2,1,3,1
1,3.387,17702.076,17500,9.7814369,9.7699566,1,2,0,3,1
1,2.987,8582.8252,80000,9.057518,11.289782,0,2,1,3,1
0,3.658,8582.8252,5500,9.057518,8.6125031,1,2,1,3,2
0,3.48,42914.125,13000,10.666956,9.4727049,0,2,1,2,0
0,3.191,5900.6924,6000,8.6828251,8.6995144,1,2,1,3,1
0,3.692,7509.9722,10000,8.9239874,9.2103405,1,2,1,2,2
1,2.626,6437.1187,9000,8.7698364,9.1049795,0,2,0,3,1
0,3.667,16092.797,15000,9.6861267,9.6158056,1,2,1,3,2
1,3.269,5364.2656,16000,8.5875149,9.6803436,0,2,1,3,2
0,3.587,9655.6787,10000,9.1753016,9.2103405,1,2,1,3,1
1,3.177,10728.531,20000,9.2806616,9.9034872,1,2,1,3,2
1,2.259,5364.2656,12000,8.5875149,9.392662,0,2,1,3,1
0,3.688,6222.5483,10000,8.7359352,9.2103405,1,2,1,2,4
1,3.628,40231.992,37500,10.602418,10.532096,1,2,1,3,1
0,3.573,10192.104,9500,9.2293682,9.1590471,2,2,0,2,4
1,3.175,16092.797,15000,9.6861267,9.6158056,1,2,1,3,2
1,3.155,3218.5593,15500,8.0766888,9.6485949,0,2,0,1,3
0,3.364,7509.9722,11000,8.9239874,9.3056507,0,2,1,3,1
0,3.621,4291.4126,7000,8.3643713,8.8536654,0,2,1,3,2
1,2.565,6437.1187,8000,8.7698364,8.9871969,0,2,0,1,3
0,3.741,6437.1187,6000,8.7698364,8.6995144,1,2,0,2,0
0,3.765,10513.961,50000,9.2604589,10.819778,1,2,1,3,4
1,3.335,8904.6807,8300,9.0943327,9.0240107,1,2,1,3,1
1,2.689,10728.531,10000,9.2806616,9.2103405,1,2,1,3,1
0,3.258,5364.2656,5500,8.5875149,8.6125031,0,2,0,3,2
1,3.629,10728.531,20000,9.2806616,9.9034872,1,2,1,3,2
1,3.391,10728.531,10000,9.2806616,9.2103405,1,2,1,3,2
0,3.421,17165.65,27000,9.7506657,10.203592,1,2,1,3,2
0,3.76,8046.3984,11000,8.99298,9.3056507,1,2,1,2,1
1,2.868,6437.1187,6000,8.7698364,8.6995144,0,2,1,3,1
1,3.658,21457.063,35000,9.9738092,10.463103,1,2,1,3,2
1,3.313,64371.188,6000,11.072421,8.6995144,0,2,0,1,3
1,3.244,12874.237,8000,9.4629831,8.9871969,1,2,1,3,2
0,3.452,4291.4126,7000,8.3643713,8.8536654,0,2,0,3,4
0,3.649,5364.2656,6000,8.5875149,8.6995144,1,2,1,3,1
0,3.417,23602.77,22000,10.069119,9.9987974,1,2,1,3,2
1,2.583,5364.2656,5200,8.5875149,8.5564137,0,2,1,2,4
1,2.723,4291.4126,8000,8.3643713,8.9871969,0,2,1,2,1
0,3.27,9119.252,8500,9.1181431,9.047821,1,2,0,3,2
0,3.461,10728.531,10000,9.2806616,9.2103405,1,2,1,2,2
1,3.836,6437.1187,6000,8.7698364,8.6995144,1,2,1,3,1
0,3.449,8582.8252,12000,9.057518,9.392662,1,2,1,3,2
1,3.339,5364.2656,8000,8.5875149,8.9871969,1,2,0,3,2
1,2.638,5364.2656,8000,8.5875149,8.9871969,0,2,0,3,2
1,2.617,5364.2656,6000,8.5875149,8.6995144,0,2,1,2,0
1,2.763,4613.2686,5100,8.4366922,8.5369959,2,2,1,3,2
0,3.953,19311.357,35000,9.8684483,10.463103,1,2,1,3,2
0,3.305,5364.2656,5000,8.5875149,8.5171928,1,2,1,2,4
1,2.486,9119.252,8500,9.1181431,9.047821,0,2,0,2,0
1,2.808,10728.531,32000,9.2806616,10.373491,1,2,0,1,4
1,3.365,7509.9722,25000,8.9239874,10.126631,0,2,1,1,3
0,3.389,4291.4126,6000,8.3643713,8.6995144,0,2,0,2,4
0,3.65,10728.531,18000,9.2806616,9.7981272,0,2,1,3,2
0,2.961,4291.4126,6000,8.3643713,8.6995144,0,2,1,2,4
0,3.519,6437.1187,15000,8.7698364,9.6158056,0,2,1,2,1
0,2.956,3433.1301,12000,8.1412277,9.392662,2,2,0,3,1
1,2.872,4291.4126,10000,8.3643713,9.2103405,0,2,1,1,3
1,1.996,3218.5593,9800,8.0766888,9.1901379,0,2,1,3,2
1,3.405,15019.944,20000,9.6171341,9.9034872,1,2,1,3,2
0,3.55,10728.531,10000,9.2806616,9.2103405,0,2,1,2,1
0,2.978,4291.4126,5000,8.3643713,8.5171928,0,2,0,3,1
1,2.902,5364.2656,20000,8.5875149,9.9034872,0,2,0,1,2
1,2.585,3433.1301,10000,8.1412277,9.2103405,0,2,0,1,0
0,3.44,5364.2656,15000,8.5875149,9.6158056,0,2,1,3,2
0,3.784,16092.797,15000,9.6861267,9.6158056,1,2,1,3,4
0,3.162,3003.9888,3400,8.0076962,8.1315308,2,2,0,1,3
0,3.327,4827.8394,6000,8.4821539,8.6995144,1,2,1,2,2
1,2.542,5364.2656,10000,8.5875149,9.2103405,0,2,0,2,0
1,3.936,19311.357,18000,9.8684483,9.7981272,1,2,0,2,2
1,2.731,8046.3984,8500,8.99298,9.047821,1,2,1,3,2
0,3.299,9655.6787,9000,9.1753016,9.1049795,1,2,0,1,3
0,3.174,10728.531,2000,9.2806616,7.6009026,0,2,0,2,2
1,3.016,16092.797,15000,9.6861267,9.6158056,1,2,1,3,2
0,3.133,9655.6787,8000,9.1753016,8.9871969,0,2,0,2,4
0,3.553,4291.4126,11000,8.3643713,9.3056507,0,2,1,3,1
0,3.32,9226.5371,25000,9.1298389,10.126631,0,2,1,3,0
0,3.013,9655.6787,9000,9.1753016,9.1049795,0,2,0,2,1
1,3.172,9655.6787,13000,9.1753016,9.4727049,1,2,1,2,4
1,3.092,6437.1187,18000,8.7698364,9.7981272,0,2,0,2,4
0,3.91,11958.021,11146,9.3891573,9.3188362,1,2,1,3,4
0,3.914,8582.8252,15000,9.057518,9.6158056,1,2,1,3,1
0,3.861,9333.8223,15000,9.1414003,9.6158056,1,2,1,3,4
0,3.33,5364.2656,8000,8.5875149,8.9871969,0,2,1,1,3
0,3.324,2467.5623,2300,7.810986,7.7406645,0,2,0,1,4
1,3.284,16092.797,15000,9.6861267,9.6158056,1,2,1,3,2
1,3.118,5364.2656,7000,8.5875149,8.8536654,1,2,0,3,2
0,4.176,8046.3984,25000,8.99298,10.126631,1,2,1,3,1
0,3.471,8582.8252,20000,9.057518,9.9034872,1,2,1,3,1
0,3.54,9655.6787,9000,9.1753016,9.1049795,0,2,1,3,2
1,3.442,4291.4126,8000,8.3643713,8.9871969,0,2,0,3,4
1,3.1,6437.1187,11000,8.7698364,9.3056507,0,2,1,3,2
1,3.086,21457.063,20000,9.9738092,9.9034872,2,2,1,2,2
1,3.17,12874.237,12000,9.4629831,9.392662,1,2,1,3,2
1,3.213,6437.1187,6000,8.7698364,8.6995144,0,2,1,2,0
0,2.909,3754.9861,13000,8.2308397,9.4727049,0,2,0,3,4
0,3.818,9655.6787,10000,9.1753016,9.2103405,1,2,0,3,4
0,3.71,7509.9722,10000,8.9239874,9.2103405,1,2,0,2,4
0,3.767,10513.961,11000,9.2604589,9.3056507,1,2,1,3,2
0,3.506,8582.8252,8000,9.057518,8.9871969,1,2,0,3,2
1,2.91,6437.1187,8000,8.7698364,8.9871969,1,2,0,2,2
1,2.53,10728.531,10000,9.2806616,9.2103405,2,2,0,3,4
1,3.792,9655.6787,9000,9.1753016,9.1049795,1,2,1,2,4
1,3.267,16092.797,15000,9.6861267,9.6158056,1,2,0,2,2
0,3.444,10728.531,13000,9.2806616,9.4727049,1,2,1,3,1
0,3.86,4291.4126,5000,8.3643713,8.5171928,1,2,1,2,0
0,3.356,6437.1187,10000,8.7698364,9.2103405,0,2,1,2,4
1,3.62,6437.1187,20000,8.7698364,9.9034872,0,2,0,3,4
1,3.087,26821.328,25000,10.196953,10.126631,1,2,1,3,2
1,2.967,11801.385,11000,9.3759718,9.3056507,1,2,1,3,2
1,3.504,10728.531,10000,9.2806616,9.2103405,0,2,0,2,3
0,3.338,3218.5593,6000,8.0766888,8.6995144,0,2,0,1,3
0,3.585,5364.2656,8000,8.5875149,8.9871969,0,2,0,3,1
0,3.355,1609.2797,15000,7.3835421,9.6158056,1,2,1,2,0
0,4.218,16092.797,15000,9.6861267,9.6158056,1,2,1,3,2
0,3.422,5364.2656,10000,8.5875149,9.2103405,0,2,0,3,1
0,3.294,21027.922,25000,9.9536066,10.126631,0,2,1,3,2
1,2.937,5900.6924,10000,8.6828251,9.2103405,0,2,0,3,0
1,3.684,20384.209,19000,9.9225159,9.8521938,1,2,0,1,2
1,3.561,19311.357,18000,9.8684483,9.7981272,1,2,0,2,4
1,3.359,6437.1187,10000,8.7698364,9.2103405,1,2,0,2,2
1,3.396,6437.1187,12000,8.7698364,9.392662,0,2,0,2,3
1,3.247,6437.1187,10000,8.7698364,9.2103405,1,2,0,3,1
1,3.75,7509.9722,25000,8.9239874,10.126631,1,2,0,2,4
0,3.739,5364.2656,5000,8.5875149,8.5171928,0,2,0,1,3
0,4.049,6973.5454,10000,8.8498793,9.2103405,1,2,1,1,3
0,3.877,10728.531,15000,9.2806616,9.6158056,0,2,1,3,1
0,3.79,6007.9775,7000,8.7008438,8.8536654,1,2,0,1,3
0,3.944,8797.3955,13000,9.0822105,9.4727049,1,2,0,3,2
0,3.746,8582.8252,9500,9.057518,9.1590471,1,2,0,2,4
1,3.369,10728.531,16000,9.2806616,9.6803436,1,2,0,3,1
0,3.442,21457.063,20000,9.9738092,9.9034872,1,2,1,2,2
1,4.155,11211.315,12750,9.3246784,9.4532862,1,2,0,2,0
1,3.419,5364.2656,20000,8.5875149,9.9034872,0,2,0,3,2
0,3.758,8046.3984,8000,8.99298,8.9871969,1,2,1,2,0
0,3.687,8582.8252,8000,9.057518,8.9871969,1,2,1,3,1
